날짜,스트레스,날짜,탈모
2021-04-24,6.00461,2021-04-24,19.5535
2021-04-25,5.31177,2021-04-25,10.20015
2021-04-26,6.15858,2021-04-26,10.23864
2021-04-27,6.38953,2021-04-27,9.58429
2021-04-28,7.62124,2021-04-28,9.35334
2021-04-29,6.9284,2021-04-29,8.35257
2021-04-30,5.88914,2021-04-30,8.54503
2021-05-01,5.54272,2021-05-01,8.54503
2021-05-02,4.65742,2021-05-02,9.81524
2021-05-03,6.42802,2021-05-03,9.1224
2021-05-04,6.505,2021-05-04,9.89222
2021-05-05,5.54272,2021-05-05,8.50654
2021-05-06,6.00461,2021-05-06,9.04541
2021-05-07,5.69668,2021-05-07,9.16089
2021-05-08,5.15781,2021-05-08,8.54503
2021-05-09,5.96612,2021-05-09,11.2779
2021-05-10,7.85219,2021-05-10,13.8953
2021-05-11,7.3518,2021-05-11,10.8545
2021-05-12,5.92763,2021-05-12,9.58429
2021-05-13,6.62047,2021-05-13,8.89145
2021-05-14,6.77444,2021-05-14,9.9692
2021-05-15,5.81216,2021-05-15,12.43264
2021-05-16,5.6197,2021-05-16,10.20015
2021-05-17,5.50423,2021-05-17,9.93071
2021-05-18,7.00538,2021-05-18,8.73749
2021-05-19,5.27328,2021-05-19,7.69822
2021-05-20,8.62201,2021-05-20,11.47036
2021-05-21,7.08237,2021-05-21,9.31485
2021-05-22,6.73595,2021-05-22,9.35334
2021-05-23,5.85065,2021-05-23,10.3926
2021-05-24,7.27482,2021-05-24,10.27713
2021-05-25,8.04464,2021-05-25,8.62201
2021-05-26,8.50654,2021-05-26,8.85296
2021-05-27,7.65973,2021-05-27,10.31562
2021-05-28,6.12009,2021-05-28,8.6605
2021-05-29,4.88837,2021-05-29,8.27559
2021-05-30,5.1963,2021-05-30,9.16089
2021-05-31,7.04387,2021-05-31,10.16166
2021-06-01,7.04387,2021-06-01,9.23787
2021-06-02,7.3518,2021-06-02,9.58429
2021-06-03,6.38953,2021-06-03,10.12317
2021-06-04,6.0816,2021-06-04,9.89222
2021-06-05,4.38799,2021-06-05,9.00692
2021-06-06,5.38876,2021-06-06,8.81447
2021-06-07,6.81293,2021-06-07,9.43033
2021-06-08,8.42956,2021-06-08,10.4311
2021-06-09,7.92917,2021-06-09,8.08314
2021-06-10,8.62201,2021-06-10,9.27636
2021-06-11,6.19707,2021-06-11,8.16012
2021-06-12,5.42725,2021-06-12,9.46882
2021-06-13,5.11932,2021-06-13,9.81524
2021-06-14,8.00615,2021-06-14,10.70053
2021-06-15,6.9284,2021-06-15,10.54657
2021-06-16,8.00615,2021-06-16,10.62355
2021-06-17,7.31331,2021-06-17,10.3926
2021-06-18,5.50423,2021-06-18,9.9692
2021-06-19,4.81139,2021-06-19,8.92994
2021-06-20,5.50423,2021-06-20,13.08698
2021-06-21,5.88914,2021-06-21,10.81601
2021-06-22,6.96689,2021-06-22,10.50808
2021-06-23,6.85142,2021-06-23,11.16243
2021-06-24,6.69745,2021-06-24,10.35411
2021-06-25,5.65819,2021-06-25,9.9692
2021-06-26,6.12009,2021-06-26,9.43033
2021-06-27,4.58044,2021-06-27,9.5458
2021-06-28,6.42802,2021-06-28,10.58506
2021-06-29,6.65896,2021-06-29,10.81601
2021-06-30,6.0816,2021-06-30,9.00692
2021-07-01,5.54272,2021-07-01,9.77675
2021-07-02,4.92686,2021-07-02,8.96843
2021-07-03,5.85065,2021-07-03,10.35411
2021-07-04,5.35026,2021-07-04,9.93071
2021-07-05,6.00461,2021-07-05,10.8545
2021-07-06,6.04311,2021-07-06,11.31639
2021-07-07,6.54349,2021-07-07,9.35334
2021-07-08,6.12009,2021-07-08,9.85373
2021-07-09,7.3903,2021-07-09,9.81524
2021-07-10,4.73441,2021-07-10,9.69976
2021-07-11,5.65819,2021-07-11,10.20015
2021-07-12,7.3518,2021-07-12,12.47113
2021-07-13,6.38953,2021-07-13,10.73903
2021-07-14,5.58121,2021-07-14,9.93071
2021-07-15,6.42802,2021-07-15,11.54734
2021-07-16,5.00384,2021-07-16,10.20015
2021-07-17,4.73441,2021-07-17,9.04541
2021-07-18,4.08006,2021-07-18,10.81601
2021-07-19,5.27328,2021-07-19,11.2779
2021-07-20,6.27405,2021-07-20,9.35334
2021-07-21,5.96612,2021-07-21,10.04618
2021-07-22,4.65742,2021-07-22,9.9692
2021-07-23,5.6197,2021-07-23,10.58506
2021-07-24,3.69515,2021-07-24,9.85373
2021-07-25,3.8876,2021-07-25,11.16243
2021-07-26,5.08083,2021-07-26,12.77906
2021-07-27,4.65742,2021-07-27,10.04618
2021-07-28,5.6197,2021-07-28,11.04695
2021-07-29,4.88837,2021-07-29,10.04618
2021-07-30,5.1963,2021-07-30,8.81447
2021-07-31,4.92686,2021-07-31,10.16166
2021-08-01,5.04234,2021-08-01,11.2779
2021-08-02,4.08006,2021-08-02,11.31639
2021-08-03,5.88914,2021-08-03,12.50962
2021-08-04,5.54272,2021-08-04,11.89376
2021-08-05,6.04311,2021-08-05,10.70053
2021-08-06,5.23479,2021-08-06,12.20169
2021-08-07,4.50346,2021-08-07,12.31716
2021-08-08,4.73441,2021-08-08,13.12548
2021-08-09,6.35103,2021-08-09,12.39414
2021-08-10,5.73518,2021-08-10,12.04772
2021-08-11,5.08083,2021-08-11,15.16551
2021-08-12,5.46574,2021-08-12,14.81909
2021-08-13,5.88914,2021-08-13,12.66358
2021-08-14,4.61893,2021-08-14,12.97151
2021-08-15,5.35026,2021-08-15,12.77906
2021-08-16,4.46497,2021-08-16,13.8953
2021-08-17,5.81216,2021-08-17,13.8953
2021-08-18,6.31254,2021-08-18,12.62509
2021-08-19,7.00538,2021-08-19,13.31793
2021-08-20,5.85065,2021-08-20,12.93302
2021-08-21,4.81139,2021-08-21,12.31716
2021-08-22,5.35026,2021-08-22,13.93379
2021-08-23,6.00461,2021-08-23,18.82217
2021-08-24,7.23633,2021-08-24,24.67282
2021-08-25,6.12009,2021-08-25,13.97228
2021-08-26,6.27405,2021-08-26,13.70284
2021-08-27,5.50423,2021-08-27,12.43264
2021-08-28,5.38876,2021-08-28,15.12702
2021-08-29,5.27328,2021-08-29,14.24172
2021-08-30,6.69745,2021-08-30,15.74287
2021-08-31,6.27405,2021-08-31,13.16397
2021-09-01,6.77444,2021-09-01,13.77983
2021-09-02,5.65819,2021-09-02,16.32024
2021-09-03,5.31177,2021-09-03,12.62509
2021-09-04,3.8876,2021-09-04,14.66512
2021-09-05,4.7729,2021-09-05,15.35796
2021-09-06,7.31331,2021-09-06,13.97228
2021-09-07,7.04387,2021-09-07,13.31793
2021-09-08,6.23556,2021-09-08,13.16397
2021-09-09,6.15858,2021-09-09,13.97228
2021-09-10,6.81293,2021-09-10,11.62432
2021-09-11,5.35026,2021-09-11,12.47113
2021-09-12,6.19707,2021-09-12,15.47344
2021-09-13,6.19707,2021-09-13,13.4719
2021-09-14,7.15935,2021-09-14,14.70361
2021-09-15,6.31254,2021-09-15,13.27944
2021-09-16,5.69668,2021-09-16,11.97074
2021-09-17,4.65742,2021-09-17,14.93456
2021-09-18,4.23402,2021-09-18,17.01308
2021-09-19,4.73441,2021-09-19,11.89376
2021-09-20,3.65665,2021-09-20,13.54888
2021-09-21,3.57967,2021-09-21,14.58814
2021-09-22,5.50423,2021-09-22,15.70438
2021-09-23,6.62047,2021-09-23,17.89838
2021-09-24,6.85142,2021-09-24,18.55273
2021-09-25,5.58121,2021-09-25,16.0508
2021-09-26,6.23556,2021-09-26,16.97459
2021-09-27,6.73595,2021-09-27,19.5535
2021-09-28,6.35103,2021-09-28,22.47882
2021-09-29,6.85142,2021-09-29,19.16859
2021-09-30,5.08083,2021-09-30,15.97382
2021-10-01,6.04311,2021-10-01,14.24172
2021-10-02,4.61893,2021-10-02,15.89684
2021-10-03,4.65742,2021-10-03,14.62663
2021-10-04,5.23479,2021-10-04,19.39953
2021-10-05,6.54349,2021-10-05,14.20323
2021-10-06,5.27328,2021-10-06,14.7806
2021-10-07,6.73595,2021-10-07,20.47729
2021-10-08,5.73518,2021-10-08,16.12779
2021-10-09,4.58044,2021-10-09,13.54888
2021-10-10,4.50346,2021-10-10,15.58891
2021-10-11,5.00384,2021-10-11,14.58814
2021-10-12,5.6197,2021-10-12,17.66743
2021-10-13,5.04234,2021-10-13,17.70592
2021-10-14,6.0816,2021-10-14,15.97382
2021-10-15,5.85065,2021-10-15,16.16628
2021-10-16,4.58044,2021-10-16,16.12779
2021-10-17,4.311,2021-10-17,15.85835
2021-10-18,6.46651,2021-10-18,14.81909
2021-10-19,4.92686,2021-10-19,13.66435
2021-10-20,5.15781,2021-10-20,14.28021
2021-10-21,5.46574,2021-10-21,12.81755
2021-10-22,4.19553,2021-10-22,13.24095
2021-10-23,3.27174,2021-10-23,12.70207
2021-10-24,5.77367,2021-10-24,17.59045
2021-10-25,5.96612,2021-10-25,14.47267
2021-10-26,6.73595,2021-10-26,15.24249
2021-10-27,5.27328,2021-10-27,14.28021
2021-10-28,5.04234,2021-10-28,13.12548
2021-10-29,4.96535,2021-10-29,13.51039
2021-10-30,3.96458,2021-10-30,10.77752
2021-10-31,4.00307,2021-10-31,13.58737
2021-11-01,5.31177,2021-11-01,14.35719
2021-11-02,4.92686,2021-11-02,14.62663
2021-11-03,6.38953,2021-11-03,13.93379
2021-11-04,6.23556,2021-11-04,13.97228
2021-11-05,4.54195,2021-11-05,13.12548
2021-11-06,4.15704,2021-11-06,11.23941
2021-11-07,4.46497,2021-11-07,13.97228
2021-11-08,5.81216,2021-11-08,14.3187
2021-11-09,6.23556,2021-11-09,12.97151
2021-11-10,5.23479,2021-11-10,14.93456
2021-11-11,5.15781,2021-11-11,12.31716
2021-11-12,5.6197,2021-11-12,12.77906
2021-11-13,4.73441,2021-11-13,14.20323
2021-11-14,7.15935,2021-11-14,15.66589
2021-11-15,6.27405,2021-11-15,15.05003
2021-11-16,5.77367,2021-11-16,13.27944
2021-11-17,6.31254,2021-11-17,12.43264
2021-11-18,5.1963,2021-11-18,12.50962
2021-11-19,5.65819,2021-11-19,11.93225
2021-11-20,4.34949,2021-11-20,13.24095
2021-11-21,5.04234,2021-11-21,11.08545
2021-11-22,4.96535,2021-11-22,13.81832
2021-11-23,4.61893,2021-11-23,13.85681
2021-11-24,6.69745,2021-11-24,11.2779
2021-11-25,6.27405,2021-11-25,12.20169
2021-11-26,4.65742,2021-11-26,12.1632
2021-11-27,4.19553,2021-11-27,9.58429
2021-11-28,4.84988,2021-11-28,14.08775
2021-11-29,5.77367,2021-11-29,14.7421
2021-11-30,5.81216,2021-11-30,12.43264
2021-12-01,5.23479,2021-12-01,10.96997
2021-12-02,6.69745,2021-12-02,11.73979
2021-12-03,4.65742,2021-12-03,9.43033
2021-12-04,4.88837,2021-12-04,10.3926
2021-12-05,5.81216,2021-12-05,21.13163
2021-12-06,7.62124,2021-12-06,16.01231
2021-12-07,6.0816,2021-12-07,14.39568
2021-12-08,6.04311,2021-12-08,12.77906
2021-12-09,6.42802,2021-12-09,14.24172
2021-12-10,6.15858,2021-12-10,11.62432
2021-12-11,5.31177,2021-12-11,13.01
2021-12-12,5.6197,2021-12-12,17.24403
2021-12-13,5.23479,2021-12-13,14.54965
2021-12-14,4.96535,2021-12-14,11.85527
2021-12-15,5.77367,2021-12-15,11.81678
2021-12-16,5.69668,2021-12-16,9.66127
2021-12-17,5.1963,2021-12-17,11.93225
2021-12-18,3.57967,2021-12-18,10.3926
2021-12-19,3.96458,2021-12-19,13.81832
2021-12-20,4.73441,2021-12-20,14.54965
2021-12-21,5.88914,2021-12-21,10.35411
2021-12-22,5.50423,2021-12-22,10.00769
2021-12-23,5.31177,2021-12-23,12.62509
2021-12-24,4.46497,2021-12-24,9.66127
2021-12-25,3.77213,2021-12-25,8.31408
2021-12-26,3.84911,2021-12-26,12.85604
2021-12-27,4.34949,2021-12-27,11.89376
2021-12-28,4.73441,2021-12-28,13.01
2021-12-29,4.34949,2021-12-29,13.35642
2021-12-30,4.23402,2021-12-30,13.35642
2021-12-31,4.50346,2021-12-31,10.46959
2022-01-01,3.96458,2022-01-01,10.04618
2022-01-02,4.50346,2022-01-02,14.12625
2022-01-03,5.11932,2022-01-03,16.01231
2022-01-04,5.81216,2022-01-04,45.45804
2022-01-05,5.15781,2022-01-05,100.0
2022-01-06,6.27405,2022-01-06,78.40646
2022-01-07,5.46574,2022-01-07,51.88606
2022-01-08,4.11855,2022-01-08,29.25327
2022-01-09,4.84988,2022-01-09,28.56043
2022-01-10,7.00538,2022-01-10,34.18013
2022-01-11,6.23556,2022-01-11,27.67513
2022-01-12,6.96689,2022-01-12,20.70823
2022-01-13,5.85065,2022-01-13,32.79445
2022-01-14,6.23556,2022-01-14,25.71208
2022-01-15,4.69591,2022-01-15,20.05388
2022-01-16,6.04311,2022-01-16,18.93764
2022-01-17,6.31254,2022-01-17,17.05157
2022-01-18,6.0816,2022-01-18,15.85835
2022-01-19,4.92686,2022-01-19,15.70438
2022-01-20,6.00461,2022-01-20,14.12625
2022-01-21,5.04234,2022-01-21,21.36258
2022-01-22,5.04234,2022-01-22,13.70284
2022-01-23,4.61893,2022-01-23,13.27944
2022-01-24,7.77521,2022-01-24,8.58352
2022-01-25,5.77367,2022-01-25,9.16089
2022-01-26,6.35103,2022-01-26,8.16012
2022-01-27,6.23556,2022-01-27,8.50654
2022-01-28,6.38953,2022-01-28,8.54503
2022-01-29,4.15704,2022-01-29,10.66204
2022-01-30,3.42571,2022-01-30,9.93071
2022-01-31,3.81062,2022-01-31,8.85296
2022-02-01,3.42571,2022-02-01,11.2779
2022-02-02,4.88837,2022-02-02,14.01077
2022-02-03,5.6197,2022-02-03,9.58429
2022-02-04,5.04234,2022-02-04,9.89222
2022-02-05,3.84911,2022-02-05,12.12471
2022-02-06,6.04311,2022-02-06,12.31716
2022-02-07,6.38953,2022-02-07,9.66127
2022-02-08,6.81293,2022-02-08,9.93071
2022-02-09,5.96612,2022-02-09,11.23941
2022-02-10,6.73595,2022-02-10,8.81447
2022-02-11,5.58121,2022-02-11,8.89145
2022-02-12,5.73518,2022-02-12,14.3187
2022-02-13,5.96612,2022-02-13,11.20092
2022-02-14,5.00384,2022-02-14,8.77598
2022-02-15,8.62201,2022-02-15,9.50731
2022-02-16,7.00538,2022-02-16,8.12163
2022-02-17,6.96689,2022-02-17,10.3926
2022-02-18,6.54349,2022-02-18,12.50962
2022-02-19,5.65819,2022-02-19,12.50962
2022-02-20,4.92686,2022-02-20,11.85527
2022-02-21,7.77521,2022-02-21,15.24249
2022-02-22,5.69668,2022-02-22,11.31639
2022-02-23,6.77444,2022-02-23,11.31639
2022-02-24,6.88991,2022-02-24,11.35488
2022-02-25,5.69668,2022-02-25,12.08622
2022-02-26,6.04311,2022-02-26,11.81678
2022-02-27,4.23402,2022-02-27,10.62355
2022-02-28,6.9284,2022-02-28,10.31562
2022-03-01,6.15858,2022-03-01,10.12317
2022-03-02,5.96612,2022-03-02,9.9692
2022-03-03,7.12086,2022-03-03,8.6605
2022-03-04,5.85065,2022-03-04,9.73826
2022-03-05,5.42725,2022-03-05,10.12317
2022-03-06,5.65819,2022-03-06,10.73903
2022-03-07,7.04387,2022-03-07,10.89299
2022-03-08,5.92763,2022-03-08,9.93071
2022-03-09,4.04157,2022-03-09,8.16012
2022-03-10,6.42802,2022-03-10,10.04618
2022-03-11,5.96612,2022-03-11,9.66127
2022-03-12,6.00461,2022-03-12,8.6605
2022-03-13,5.73518,2022-03-13,12.39414
2022-03-14,7.19784,2022-03-14,11.81678
2022-03-15,5.65819,2022-03-15,28.17551
2022-03-16,6.31254,2022-03-16,14.47267
2022-03-17,6.65896,2022-03-17,11.2779
2022-03-18,5.92763,2022-03-18,9.23787
2022-03-19,5.1963,2022-03-19,12.47113
2022-03-20,6.46651,2022-03-20,12.81755
2022-03-21,5.1963,2022-03-21,11.47036
2022-03-22,6.69745,2022-03-22,12.47113
2022-03-23,6.42802,2022-03-23,10.70053
2022-03-24,5.77367,2022-03-24,10.08468
2022-03-25,4.88837,2022-03-25,10.16166
2022-03-26,5.46574,2022-03-26,9.77675
2022-03-27,5.85065,2022-03-27,11.31639
2022-03-28,6.62047,2022-03-28,12.89453
2022-03-29,6.62047,2022-03-29,13.39491
2022-03-30,7.3518,2022-03-30,11.58583
2022-03-31,6.31254,2022-03-31,11.43187
2022-04-01,6.58198,2022-04-01,11.12394
2022-04-02,6.505,2022-04-02,11.04695
2022-04-03,4.50346,2022-04-03,10.46959
2022-04-04,6.58198,2022-04-04,10.93148
2022-04-05,6.9284,2022-04-05,11.7013
2022-04-06,5.85065,2022-04-06,12.00923
2022-04-07,6.35103,2022-04-07,10.04618
2022-04-08,5.69668,2022-04-08,10.31562
2022-04-09,5.08083,2022-04-09,9.58429
2022-04-10,5.96612,2022-04-10,10.96997
2022-04-11,6.42802,2022-04-11,12.31716
2022-04-12,6.88991,2022-04-12,11.20092
2022-04-13,8.27559,2022-04-13,11.77829
2022-04-14,7.58275,2022-04-14,11.73979
2022-04-15,6.35103,2022-04-15,10.77752
2022-04-16,4.88837,2022-04-16,8.42956
2022-04-17,6.04311,2022-04-17,9.31485
2022-04-18,7.46728,2022-04-18,10.89299
2022-04-19,6.85142,2022-04-19,17.93687
2022-04-20,7.08237,2022-04-20,12.50962
2022-04-21,5.77367,2022-04-21,11.23941
2022-04-22,5.96612,2022-04-22,10.93148
2022-04-23,5.15781,2022-04-23,11.16243
2022-04-24,6.15858,2022-04-24,10.81601
2022-04-25,6.9284,2022-04-25,10.54657
2022-04-26,7.58275,2022-04-26,11.00846
2022-04-27,7.3903,2022-04-27,11.12394
2022-04-28,5.81216,2022-04-28,10.3926
2022-04-29,6.35103,2022-04-29,9.81524
2022-04-30,4.73441,2022-04-30,9.43033
2022-05-01,4.81139,2022-05-01,9.69976
2022-05-02,6.77444,2022-05-02,10.12317
2022-05-03,6.9284,2022-05-03,8.89145
2022-05-04,7.19784,2022-05-04,8.85296
2022-05-05,3.81062,2022-05-05,8.08314
2022-05-06,6.0816,2022-05-06,7.3903
2022-05-07,4.11855,2022-05-07,9.1224
2022-05-08,5.1963,2022-05-08,9.50731
2022-05-09,6.73595,2022-05-09,10.00769
2022-05-10,7.08237,2022-05-10,10.31562
2022-05-11,7.27482,2022-05-11,11.73979
2022-05-12,7.3518,2022-05-12,10.81601
2022-05-13,8.50654,2022-05-13,9.73826
2022-05-14,6.23556,2022-05-14,8.81447
2022-05-15,5.23479,2022-05-15,10.12317
2022-05-16,8.58352,2022-05-16,12.27867
2022-05-17,7.89068,2022-05-17,10.77752
2022-05-18,9.31485,2022-05-18,9.69976
2022-05-19,6.65896,2022-05-19,10.00769
2022-05-20,6.65896,2022-05-20,10.35411
2022-05-21,4.96535,2022-05-21,7.8137
2022-05-22,6.54349,2022-05-22,9.9692
2022-05-23,7.3518,2022-05-23,9.43033
2022-05-24,7.23633,2022-05-24,9.00692
2022-05-25,7.04387,2022-05-25,9.35334
2022-05-26,7.92917,2022-05-26,18.59122
2022-05-27,8.46805,2022-05-27,59.66127
2022-05-28,6.00461,2022-05-28,43.8799
2022-05-29,6.42802,2022-05-29,35.56581
2022-05-30,7.77521,2022-05-30,26.02001
2022-05-31,7.00538,2022-05-31,18.82217
2022-06-01,4.96535,2022-06-01,14.35719
2022-06-02,6.62047,2022-06-02,16.89761
2022-06-03,6.15858,2022-06-03,13.66435
2022-06-04,4.81139,2022-06-04,11.20092
2022-06-05,5.00384,2022-06-05,12.39414
2022-06-06,6.46651,2022-06-06,13.81832
2022-06-07,6.65896,2022-06-07,12.5866
2022-06-08,7.85219,2022-06-08,12.24018
2022-06-09,7.77521,2022-06-09,13.04849
2022-06-10,7.23633,2022-06-10,11.62432
2022-06-11,4.73441,2022-06-11,10.96997
2022-06-12,6.73595,2022-06-12,10.04618
2022-06-13,7.23633,2022-06-13,11.39337
2022-06-14,6.85142,2022-06-14,15.81986
2022-06-15,7.96766,2022-06-15,12.08622
2022-06-16,6.88991,2022-06-16,11.66281
2022-06-17,7.89068,2022-06-17,12.43264
2022-06-18,5.69668,2022-06-18,11.62432
2022-06-19,6.00461,2022-06-19,12.89453
2022-06-20,7.3518,2022-06-20,13.24095
2022-06-21,7.54426,2022-06-21,13.08698
2022-06-22,7.3903,2022-06-22,11.20092
2022-06-23,6.69745,2022-06-23,12.31716
2022-06-24,5.85065,2022-06-24,10.35411
2022-06-25,5.54272,2022-06-25,9.39183
2022-06-26,5.54272,2022-06-26,10.93148
2022-06-27,6.38953,2022-06-27,15.58891
2022-06-28,6.9284,2022-06-28,14.47267
2022-06-29,6.54349,2022-06-29,12.54811
2022-06-30,6.0816,2022-06-30,11.39337
2022-07-01,7.15935,2022-07-01,10.96997
2022-07-02,4.311,2022-07-02,10.93148
2022-07-03,5.6197,2022-07-03,11.23941
2022-07-04,7.00538,2022-07-04,12.54811
2022-07-05,6.77444,2022-07-05,11.85527
2022-07-06,6.19707,2022-07-06,12.00923
2022-07-07,7.23633,2022-07-07,12.54811
2022-07-08,5.54272,2022-07-08,12.39414
2022-07-09,4.311,2022-07-09,11.89376
2022-07-10,5.42725,2022-07-10,11.89376
2022-07-11,6.62047,2022-07-11,14.08775
2022-07-12,6.85142,2022-07-12,13.81832
2022-07-13,7.00538,2022-07-13,12.00923
2022-07-14,6.9284,2022-07-14,10.77752
2022-07-15,6.31254,2022-07-15,11.54734
2022-07-16,4.84988,2022-07-16,11.31639
2022-07-17,4.7729,2022-07-17,10.58506
2022-07-18,7.31331,2022-07-18,12.85604
2022-07-19,7.69822,2022-07-19,12.54811
2022-07-20,5.58121,2022-07-20,10.73903
2022-07-21,6.96689,2022-07-21,10.16166
2022-07-22,4.84988,2022-07-22,10.70053
2022-07-23,4.73441,2022-07-23,10.8545
2022-07-24,4.88837,2022-07-24,13.43341
2022-07-25,5.81216,2022-07-25,11.08545
2022-07-26,5.46574,2022-07-26,12.93302
2022-07-27,5.23479,2022-07-27,12.08622
2022-07-28,5.42725,2022-07-28,11.66281
2022-07-29,5.6197,2022-07-29,12.54811
2022-07-30,3.84911,2022-07-30,10.58506
2022-07-31,3.92609,2022-07-31,13.35642
2022-08-01,5.04234,2022-08-01,13.24095
2022-08-02,6.00461,2022-08-02,12.47113
2022-08-03,5.1963,2022-08-03,13.97228
2022-08-04,5.00384,2022-08-04,13.77983
2022-08-05,5.85065,2022-08-05,13.20246
2022-08-06,4.88837,2022-08-06,14.28021
2022-08-07,5.1963,2022-08-07,17.32101
2022-08-08,4.7729,2022-08-08,13.35642
2022-08-09,5.46574,2022-08-09,12.50962
2022-08-10,4.65742,2022-08-10,14.08775
2022-08-11,5.35026,2022-08-11,13.04849
2022-08-12,5.42725,2022-08-12,12.31716
2022-08-13,4.23402,2022-08-13,13.74133
2022-08-14,4.15704,2022-08-14,13.35642
2022-08-15,5.04234,2022-08-15,14.7806
2022-08-16,5.73518,2022-08-16,15.93533
2022-08-17,7.00538,2022-08-17,17.01308
2022-08-18,6.12009,2022-08-18,12.27867
2022-08-19,5.42725,2022-08-19,14.58814
2022-08-20,5.38876,2022-08-20,15.93533
2022-08-21,5.35026,2022-08-21,15.28098
2022-08-22,5.73518,2022-08-22,14.28021
2022-08-23,7.27482,2022-08-23,13.35642
2022-08-24,6.88991,2022-08-24,20.63125
2022-08-25,7.04387,2022-08-25,18.82217
2022-08-26,5.73518,2022-08-26,16.16628
2022-08-27,5.08083,2022-08-27,14.01077
2022-08-28,5.42725,2022-08-28,12.77906
2022-08-29,6.19707,2022-08-29,15.58891
2022-08-30,5.77367,2022-08-30,14.08775
2022-08-31,7.08237,2022-08-31,13.35642
2022-09-01,6.27405,2022-09-01,11.81678
2022-09-02,6.12009,2022-09-02,12.54811
2022-09-03,5.42725,2022-09-03,13.8953
2022-09-04,5.88914,2022-09-04,17.39799
2022-09-05,7.00538,2022-09-05,14.58814
2022-09-06,5.50423,2022-09-06,15.01154
2022-09-07,5.58121,2022-09-07,15.16551
2022-09-08,5.73518,2022-09-08,13.31793
2022-09-09,3.65665,2022-09-09,9.85373
2022-09-10,3.84911,2022-09-10,12.66358
2022-09-11,3.77213,2022-09-11,16.12779
2022-09-12,6.23556,2022-09-12,16.78214
2022-09-13,7.96766,2022-09-13,17.85989
2022-09-14,6.73595,2022-09-14,15.70438
2022-09-15,6.54349,2022-09-15,15.70438
2022-09-16,6.38953,2022-09-16,13.85681
2022-09-17,4.88837,2022-09-17,13.43341
2022-09-18,5.58121,2022-09-18,13.24095
2022-09-19,7.65973,2022-09-19,16.78214
2022-09-20,6.9284,2022-09-20,16.43571
2022-09-21,6.85142,2022-09-21,22.5943
2022-09-22,7.50577,2022-09-22,26.75134
2022-09-23,5.31177,2022-09-23,17.7829
2022-09-24,5.35026,2022-09-24,14.89607
2022-09-25,6.15858,2022-09-25,16.01231
2022-09-26,6.54349,2022-09-26,15.16551
2022-09-27,8.6605,2022-09-27,14.28021
2022-09-28,6.54349,2022-09-28,14.89607
2022-09-29,7.3518,2022-09-29,14.43418
2022-09-30,6.31254,2022-09-30,12.04772
2022-10-01,4.92686,2022-10-01,11.62432
2022-10-02,5.35026,2022-10-02,12.08622
2022-10-03,6.15858,2022-10-03,15.31947
2022-10-04,7.50577,2022-10-04,14.04926
2022-10-05,7.96766,2022-10-05,36.91301
2022-10-06,6.73595,2022-10-06,28.56043
2022-10-07,5.73518,2022-10-07,18.01385
2022-10-08,5.85065,2022-10-08,15.78137
2022-10-09,4.54195,2022-10-09,16.01231
2022-10-10,5.81216,2022-10-10,24.71131
2022-10-11,6.88991,2022-10-11,20.93918
2022-10-12,6.77444,2022-10-12,16.01231
2022-10-13,6.54349,2022-10-13,14.93456
2022-10-14,6.81293,2022-10-14,12.85604
2022-10-15,6.27405,2022-10-15,14.3187
2022-10-16,6.23556,2022-10-16,13.8953
2022-10-17,7.50577,2022-10-17,15.55042
2022-10-18,7.65973,2022-10-18,15.93533
2022-10-19,7.3903,2022-10-19,14.81909
2022-10-20,7.50577,2022-10-20,14.24172
2022-10-21,6.27405,2022-10-21,12.50962
2022-10-22,6.23556,2022-10-22,12.70207
2022-10-23,6.04311,2022-10-23,14.97305
2022-10-24,6.19707,2022-10-24,18.28329
2022-10-25,7.27482,2022-10-25,16.74364
2022-10-26,7.12086,2022-10-26,13.51039
2022-10-27,6.35103,2022-10-27,14.12625
2022-10-28,5.58121,2022-10-28,11.23941
2022-10-29,5.81216,2022-10-29,11.12394
2022-10-30,5.46574,2022-10-30,11.85527
2022-10-31,6.46651,2022-10-31,11.89376
2022-11-01,6.96689,2022-11-01,12.74056
2022-11-02,8.27559,2022-11-02,12.08622
2022-11-03,6.81293,2022-11-03,14.04926
2022-11-04,6.19707,2022-11-04,12.70207
2022-11-05,4.7729,2022-11-05,12.97151
2022-11-06,5.38876,2022-11-06,13.62586
2022-11-07,6.38953,2022-11-07,17.24403
2022-11-08,7.69822,2022-11-08,16.97459
2022-11-09,8.12163,2022-11-09,11.08545
2022-11-10,6.73595,2022-11-10,13.08698
2022-11-11,6.42802,2022-11-11,10.62355
2022-11-12,5.31177,2022-11-12,10.93148
2022-11-13,5.58121,2022-11-13,11.97074
2022-11-14,7.65973,2022-11-14,13.31793
2022-11-15,6.81293,2022-11-15,12.81755
2022-11-16,8.46805,2022-11-16,11.2779
2022-11-17,7.08237,2022-11-17,11.93225
2022-11-18,6.65896,2022-11-18,10.96997
2022-11-19,4.58044,2022-11-19,10.31562
2022-11-20,6.42802,2022-11-20,11.54734
2022-11-21,8.08314,2022-11-21,12.70207
2022-11-22,7.58275,2022-11-22,13.12548
2022-11-23,6.73595,2022-11-23,12.00923
2022-11-24,6.38953,2022-11-24,12.81755
2022-11-25,5.77367,2022-11-25,10.77752
2022-11-26,4.81139,2022-11-26,11.35488
